playKey	playDesc	team	season	week	gameId	playId
191	(4:27) R.Wilson pass deep right to T.Lockett for 23 yards, TOUCHDOWN.	SEA	2018	10	2018111110	2569
192	(4:20) (Shotgun) N.Mullens pass short middle intended for J.Wilson INTERCEPTED by B.Wagner at SEA 2. B.Wagner for 98 yards, TOUCHDOWN.	SEA	2018	13	2018120213	3952
193	(13:49) (Shotgun) R.Wilson pass deep left to T.Lockett for 52 yards, TOUCHDOWN [S.Thomas].	SEA	2018	13	2018120213	946
194	(1:06) M.Breida right tackle for 66 yards, TOUCHDOWN.	SF	2018	2	2018091610	3204
195	(:36) C.Beathard pass deep middle to M.Goodwin for 67 yards, TOUCHDOWN.	SF	2018	6	2018101500	913
196	(9:28) R.Mostert right end for 52 yards, TOUCHDOWN.	SF	2018	9	2018110100	2318
197	(14:14) (Shotgun) N.Mullens pass short middle to G.Kittle to OAK 6 for 71 yards (G.Conley). Caught at SF 36.  58-YAC	SF	2018	9	2018110100	2056
198	(13:35) M.Breida left end pushed ob at SF 43 for 33 yards (J.Whitehead).	SF	2018	12	2018112507	153
199	(10:00) (Shotgun) N.Mullens pass short right to G.Kittle for 85 yards, TOUCHDOWN. Caught at SF 30.  70-YAC	SF	2018	14	2018120910	1384
200	(:28) (Shotgun) N.Mullens pass short middle to G.Kittle to DEN 12 for 52 yards (J.Simmons). Caught at SF 43.  45-YAC	SF	2018	14	2018120910	975
201	S.Janikowski kicks 62 yards from SEA 35 to SF 3. R.James for 97 yards, TOUCHDOWN.	SF	2018	15	2018121609	442
202	(4:51) (Shotgun) R.Fitzpatrick pass short middle to O.Howard for 75 yards, TOUCHDOWN.	TB	2018	2	2018091606	1640
203	(15:00) R.Fitzpatrick pass deep middle to D.Jackson for 75 yards, TOUCHDOWN.	TB	2018	2	2018091606	51
204	(5:49) (Shotgun) R.Fitzpatrick pass deep left to M.Evans for 24 yards, TOUCHDOWN [S.Tuitt].	TB	2018	3	2018092400	3834
205	(3:15) (No Huddle, Shotgun) J.Winston pass deep left to M.Evans pushed ob at BLT 21 for 64 yards (J.Smith). PENALTY on BLT-J.Smith, Face Mask (15 Yards), 10 yards, enforced at BLT 21.	TB	2018	15	2018121601	1741
206	(3:53) (Shotgun) J.Winston pass deep right to M.Evans for 19 yards, TOUCHDOWN.	TB	2018	17	2018123010	683
207	J.Sanders kicks 59 yards from MIA 35 to TEN 6. D.Jennings for 94 yards, TOUCHDOWN.	TEN	2018	1	2018090903	3300
208	(10:00) (Punt formation) K.Byard pass deep right to D.Cruikshank for 66 yards, TOUCHDOWN.	TEN	2018	2	2018091607	329
209	(6:05) (Shotgun) M.Mariota pass deep left to C.Davis for 23 yards, TOUCHDOWN. Penalty on NE-S.Gilmore, Defensive Pass Interference, declined.	TEN	2018	10	2018111108	679
210	(9:31) M.Mariota pass short middle to J.Smith for 61 yards, TOUCHDOWN.	TEN	2018	12	2018112600	377
211	(5:41) D.Henry right end for 54 yards, TOUCHDOWN.	TEN	2018	14	2018120600	2726
212	(7:25) D.Henry up the middle for 99 yards, TOUCHDOWN. TEN-J.Smith was injured during the play. His return is Questionable.	TEN	2018	14	2018120600	1238
213	(:06) (Shotgun) J.Johnson pass deep left intended for J.Doctson INTERCEPTED by M.Butler at TEN 44. M.Butler for 56 yards, TOUCHDOWN.	TEN	2018	16	2018122200	3718
214	(13:02) A.Smith pass deep middle to P.Richardson for 46 yards, TOUCHDOWN.	WAS	2018	3	2018092309	138
215	(3:16) A.Peterson right tackle for 64 yards, TOUCHDOWN. PENALTY on NYG-S.Chandler, Horse Collar Tackle, 15 yards, enforced between downs.	WAS	2018	8	2018102806	3696
216	(5:37) (No Huddle, Shotgun) A.Smith pass deep left to M.Harris to ATL 40 for 33 yards (B.Carter).	WAS	2018	9	2018110406	2636
217	(2:38) (Shotgun) A.Smith pass short left intended for J.Reed INTERCEPTED by J.Reid [C.Covington] at HST -1. J.Reid for 101 yards, TOUCHDOWN.	WAS	2018	11	2018111806	1838
218	(7:12) (Shotgun) C.McCoy pass deep left to V.Davis for 53 yards, TOUCHDOWN.	WAS	2018	12	2018112201	1292
219	(9:36) A.Peterson up the middle for 90 yards, TOUCHDOWN.	WAS	2018	13	2018120300	1224
220	(9:02) (Shotgun) J.Johnson pass short middle to J.Crowder for 79 yards, TOUCHDOWN.	WAS	2018	14	2018120908	3577
221	(9:02) (Shotgun) J.Johnson pass short middle to J.Crowder for 79 yards, TOUCHDOWN.	WAS	2018	14	2018120908	3577
222	(13:46) (Shotgun) K.Murray pass deep right to L.Fitzgerald to DET 37 for 41 yards (T.Walker). Penalty on DET-J.Coleman, Defensive Holding, declined.	ARI	2019	1	2019090809	3591
223	(4:23) (No Huddle, Shotgun) K.Murray pass short right intended for D.Johnson INTERCEPTED by J.Clowney at ARZ 27. J.Clowney for 27 yards, TOUCHDOWN.	ARI	2019	4	2019092908	631
224	(5:18) (Shotgun) K.Murray pass short left to D.Johnson for 14 yards, TOUCHDOWN. Penalty on ATL-D.Campbell, Defensive Pass Interference, declined.	ARI	2019	6	2019101307	4196
225	(15:00) (Shotgun) K.Murray pass deep middle to D.Byrd to ATL 1 for 58 yards (I.Oliver). Atlanta challenged the runner was down by contact ruling, and the play was Upheld. The ruling on the field stands. (Timeout #2.)	ARI	2019	6	2019101307	1076
226	(7:19) (Shotgun) K.Murray pass deep left to T.Sherfield pushed ob at ATL 28 for 38 yards (I.Oliver).	ARI	2019	6	2019101307	537
227	(5:09) (No Huddle, Shotgun) K.Murray pass deep right to A.Isabella for 88 yards, TOUCHDOWN.	ARI	2019	9	2019103100	3880
228	(1:10) (Shotgun) K.Murray pass deep right to C.Kirk for 33 yards, TOUCHDOWN.	ARI	2019	10	2019111006	1990
229	(6:35) (No Huddle, Shotgun) K.Murray left end for 22 yards, TOUCHDOWN.	ARI	2019	11	2019111708	3909
230	(8:43) (Shotgun) K.Murray left end for 15 yards, TOUCHDOWN.	ARI	2019	13	2019120108	3886
231	(:20) (Shotgun) K.Murray left end to CLV 32 for 35 yards (D.Ward).	ARI	2019	15	2019121509	941
232	(2:20) (Shotgun) M.Ryan pass short left to J.Jones for 54 yards, TOUCHDOWN.	ATL	2019	2	2019091513	3990
233	(13:31) (Shotgun) M.Ryan pass short right to J.Jones for 4 yards, TOUCHDOWN.	ATL	2019	2	2019091513	2440
234	(1:49) (Shotgun) M.Ryan pass deep middle to J.Jones to CAR 3 for 48 yards (L.Kuechly) [M.Addison]. PENALTY on CAR-M.Addison, Roughing the Passer, 1 yard, enforced at CAR 3.	ATL	2019	11	2019111701	1802
235	(6:44) (Shotgun) M.Ryan pass deep left to O.Zaccheaus for 93 yards, TOUCHDOWN [T.Boston].	ATL	2019	14	2019120800	2777
236	(10:40) (Shotgun) T.Sambrailo reported in as eligible.  M.Ryan pass short middle to T.Sambrailo for 35 yards, TOUCHDOWN.	ATL	2019	17	2019122912	254
237	(13:56) (Shotgun) L.Jackson pass deep middle to W.Snead for 33 yards, TOUCHDOWN.	BAL	2019	1	2019090803	1082
238	(4:28) (Shotgun) L.Jackson pass deep middle to M.Brown for 83 yards, TOUCHDOWN.	BAL	2019	1	2019090803	683
239	(8:12) (Shotgun) L.Jackson pass deep right to M.Andrews for 27 yards, TOUCHDOWN.	BAL	2019	2	2019091500	343
240	(1:24) (Shotgun) J.Hurst reported in as eligible.  L.Jackson right tackle for 8 yards, TOUCHDOWN.	BAL	2019	7	2019102010	2997
241	(5:11) (Shotgun) R.Wilson pass short right intended for J.Brown INTERCEPTED by M.Peters at BLT 33. M.Peters for 67 yards, TOUCHDOWN.	BAL	2019	7	2019102010	1654
242	(8:18) (Shotgun) L.Jackson left end for 47 yards, TOUCHDOWN.	BAL	2019	10	2019111001	2257
243	(11:49) (Shotgun) L.Jackson right end to BLT 48 for 3 yards. Lateral to R.Griffin III pushed ob at CIN 43 for 9 yards (J.Bates III).	BAL	2019	10	2019111001	1000
244	(4:12) (Shotgun) G.Edwards left guard for 63 yards, TOUCHDOWN.	BAL	2019	11	2019111700	4243
245	(9:11) (Shotgun) L.Jackson left tackle to HST 20 for 39 yards (J.Reid). HST-L.Johnson was injured during the play.	BAL	2019	11	2019111700	2795
246	(9:54) (Shotgun) L.Jackson pass short middle to W.Snead IV for 4 yards, TOUCHDOWN. Caught at goal line, crossing to right.	BAL	2019	14	2019120801	3526
247	(13:44) (Shotgun) L.Jackson pass deep left to H.Hurst for 61 yards, TOUCHDOWN [J.Hughes]. Flag pattern, caught at BUF 41.	BAL	2019	14	2019120801	2271
248	(1:04) (Shotgun) L.Jackson pass deep left to S.Roberts for 33 yards, TOUCHDOWN. Lamar Jackson's 4th TD pass of game and 32nd of season.	BAL	2019	15	2019121200	2839
249	(5:14) (Shotgun) L.Jackson pass deep middle to M.Brown for 24 yards, TOUCHDOWN.	BAL	2019	15	2019121200	2486
250	(13:40) (Shotgun) L.Jackson right guard pushed ob at TEN 42 for 27 yards (W.Woodyard).	BAL	2019	19	2020011101	3181
251	(12:16) (Shotgun) L.Jackson scrambles left guard to TEN 27 for 30 yards (L.Ryan).	BAL	2019	19	2020011101	2230
252	(:18) (Shotgun) L.Jackson pass deep right to M.Brown to TEN 04 for 38 yards (A.Hooker).	BAL	2019	19	2020011101	1899
253	(3:07) (Shotgun) J.Allen pass deep left to J.Brown for 38 yards, TOUCHDOWN [L.Williams]. Penalty on NYJ-D.Roberts, Defensive Pass Interference, declined.	BUF	2019	1	2019090805	3965
254	(13:16) (No Huddle, Shotgun) Jos.Allen pass deep right to J.Brown for 40 yards, TOUCHDOWN.	BUF	2019	11	2019111704	1003
255	(2:00) J.Brown pass deep right to D.Singletary for 28 yards, TOUCHDOWN. Double reverse.	BUF	2019	13	2019112801	1800
256	(8:09) (No Huddle, Shotgun) J.Allen pass short middle to C.Beasley for 25 yards, TOUCHDOWN.	BUF	2019	13	2019112801	1274
257	(1:34) (Shotgun) D.Hodges pass short right intended for D.Johnson INTERCEPTED by T.White at BUF 33. T.White pushed ob at PIT 18 for 49 yards (M.Feiler).	BUF	2019	15	2019121506	2650
258	(1:34) (Shotgun) D.Hodges pass short right intended for D.Johnson INTERCEPTED by T.White at BUF 33. T.White pushed ob at PIT 18 for 49 yards (M.Feiler).	BUF	2019	15	2019121506	2650
259	(:06) D.Dawkins reported in as eligible.  J.Allen pass short left to D.Dawkins for 1 yard, TOUCHDOWN.	BUF	2019	16	2019122101	2075
260	(:16) (Shotgun) J.Allen pass deep left to D.Knox for 34 yards, TOUCHDOWN. The Replay Official reviewed the runner was not down by contact ruling, and the play was REVERSED. (Shotgun) J.Allen pass deep left to D.Knox to NE 1 for 33 yards (P.Chung).	BUF	2019	16	2019122101	1984
261	(11:50) (Shotgun) J.Brown pass short left to J.Allen for 16 yards, TOUCHDOWN.	BUF	2019	18	2020010400	172
262	(13:12) (Shotgun) J.Allen right end to HST 20 for 42 yards (J.Addae).	BUF	2019	18	2020010400	122
263	(2:05) C.McCaffrey up the middle for 76 yards, TOUCHDOWN.	CAR	2019	3	2019092208	3025
264	(14:01) C.McCaffrey left guard for 84 yards, TOUCHDOWN.	CAR	2019	5	2019100600	2504
265	(13:43) (Shotgun) G.Minshew sacked at CAR 41 for -7 yards (M.Addison). FUMBLES (M.Addison), RECOVERED by CAR-B.Burns at CAR 44. B.Burns for 56 yards, TOUCHDOWN.	CAR	2019	5	2019100600	1247
266	(7:34) G.Minshew pass deep left to D.Chark for 37 yards, TOUCHDOWN.	CAR	2019	5	2019100600	435
267	(11:24) C.McCaffrey left end for 40 yards, TOUCHDOWN.	CAR	2019	8	2019102709	2477
268	(3:16) K.Allen pass deep left to D.Moore for 51 yards, TOUCHDOWN. Pass 49, YAC 2	CAR	2019	12	2019112405	789
269	(6:01) (Shotgun) C.Patterson left end pushed ob at DEN 22 for 46 yards (J.Simmons).	CHI	2019	2	2019091511	2545
270	(:49) (Shotgun) M.Trubisky pass incomplete deep right to T.Gabriel. The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED. (Shotgun) M.Trubisky pass deep right to T.Gabriel for 36 yards, TOUCHDOWN.	CHI	2019	3	2019092300	2165
271	(:49) (Shotgun) M.Trubisky pass incomplete deep right to T.Gabriel. The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED. (Shotgun) M.Trubisky pass deep right to T.Gabriel for 36 yards, TOUCHDOWN.	CHI	2019	3	2019092300	2165
272	(1:58) (Punt formation) A.Cole punts 43 yards to CHI 13, Center-T.Sieg. T.Cohen to OAK 16 for 71 yards (K.Nixon).	CHI	2019	5	2019100605	2704
273	(5:26) (No Huddle, Shotgun) C.Daniel pass deep right to A.Miller to OAK 9 for 32 yards (L.Joyner).	CHI	2019	5	2019100605	2453
274	W.Lutz kicks 67 yards from NO 35 to CHI -2. C.Patterson for 102 yards, TOUCHDOWN.	CHI	2019	7	2019102009	972
275	(1:59) (Shotgun) D.Montgomery right guard to LAC 15 for 55 yards (R.Jenkins). LAC-R.Jenkins was injured during the play. His return is Questionable.	CHI	2019	8	2019102702	1890
276	(7:16) (Shotgun) M.Trubisky pass short right to T.Cohen for 14 yards, TOUCHDOWN.	CHI	2019	11	2019111711	2368
277	(6:25) J.Goff pass short right intended for J.Reynolds INTERCEPTED by R.Smith at CHI 17. R.Smith to CHI 17 for no gain (J.Reynolds).	CHI	2019	11	2019111711	607
278	(2:52) (Shotgun) M.Trubisky pass deep right to A.Miller to DET 2 for 32 yards (J.Coleman).	CHI	2019	13	2019112800	3859
279	(13:28) (Shotgun) M.Trubisky left tackle for 23 yards, TOUCHDOWN.	CHI	2019	14	2019120500	3336
280	(14:23) (Shotgun) A.Dalton pass deep right to A.Tate to JAX 41 for 33 yards (J.Wilson; T.Herndon). Penalty on JAX-T.Herndon, Defensive Pass Interference, declined.	CIN	2019	7	2019102002	2510
281	(:03) (Shotgun) A.Dalton pass deep middle to T.Eifert for 25 yards, TOUCHDOWN.	CIN	2019	16	2019122208	4846
282	(13:39) (Shotgun) B.Mayfield pass deep right to D.Ratley for 46 yards, TOUCHDOWN.	CIN	2019	17	2019122903	100
283	(3:43) (Shotgun) B.Mayfield pass short middle to O.Beckham for 89 yards, TOUCHDOWN.	CLE	2019	2	2019091600	2893
284	(11:32) (Shotgun) B.Mayfield pass deep right to O.Beckham ran ob at NYJ 4 for 33 yards (N.Hairston).	CLE	2019	2	2019091600	201
285	(6:15) (Shotgun) B.Mayfield pass short left to N.Chubb to LA 16 for 30 yards (J.Johnson).	CLE	2019	3	2019092213	2513
286	(9:47) N.Chubb right tackle for 88 yards, TOUCHDOWN.	CLE	2019	4	2019092901	3210
287	(15:00) (Shotgun) O.Beckham pass short right to J.Landry pushed ob at CLV 45 for 20 yards (F.Warner). Caught at C 39.  6-yac	CLE	2019	5	2019100700	51
288	(:35) (Shotgun) N.Chubb left guard to SEA 31 for 52 yards (T.Flowers).	CLE	2019	6	2019101302	912
289	(5:33) (Shotgun) B.Mayfield pass short middle to S.Carlson for 8 yards, TOUCHDOWN [C.Heyward].	CLE	2019	11	2019111400	4024
290	(1:51) B.Mayfield pass deep middle to O.Beckham for 35 yards, TOUCHDOWN.	CLE	2019	12	2019112404	993
291	(12:55) N.Chubb right guard to CIN 3 for 57 yards (W.Jackson III). Penalty on CIN-A.Brown, Defensive Offside, declined.	CLE	2019	14	2019120802	2389
292	(7:23) (Shotgun) B.Mayfield pass deep right to O.Beckham Jr. for 20 yards, TOUCHDOWN.	CLE	2019	17	2019122903	3247
293	(7:23) (Shotgun) B.Mayfield pass deep right to O.Beckham Jr. for 20 yards, TOUCHDOWN.	CLE	2019	17	2019122903	3247
294	(2:00) B.Mayfield pass short middle to J.Landry for 56 yards, TOUCHDOWN.	CLE	2019	17	2019122903	1753
295	(9:53) (No Huddle, Shotgun) D.Prescott pass deep middle to R.Cobb for 25 yards, TOUCHDOWN. Penalty on NYG-A.Hamilton, Illegal Contact, declined.	DAL	2019	1	2019090810	2547
296	(6:18) D.Prescott pass deep middle to D.Smith for 51 yards, TOUCHDOWN.	DAL	2019	2	2019091509	1494
297	(7:08) (Shotgun) D.Prescott pass short right to A.Cooper for 12 yards, TOUCHDOWN.	DAL	2019	10	2019111010	2757
298	(2:00) (Shotgun) D.Prescott pass deep right to R.Cobb for 22 yards, TOUCHDOWN. Penalty on MIN-S.Weatherly, Defensive Offside, declined.	DAL	2019	10	2019111010	1826
299	(8:03) (Shotgun) D.Prescott pass short right to E.Elliott for 17 yards, TOUCHDOWN.	DAL	2019	11	2019111702	3691
300	(4:34) (No Huddle, Shotgun) D.Prescott pass deep left to A.Cooper for 19 yards, TOUCHDOWN.	DAL	2019	14	2019120500	4210
301	(11:49) (Shotgun) D.Prescott pass deep left to T.Austin for 59 yards, TOUCHDOWN.	DAL	2019	15	2019121511	1368
302	(14:56) (Shotgun) D.Prescott pass deep left to M.Gallup to PHI 38 for 41 yards (R.Darby).	DAL	2019	16	2019122212	930
303	(12:23) (No Huddle, Shotgun) D.Prescott pass deep left to A.Cooper to WAS 16 for 48 yards (K.Ladler). Penalty on WAS-R.Anderson, Defensive Offside, declined.	DAL	2019	17	2019122904	1340
304	(:37) (No Huddle, Shotgun) J.Flacco pass short right to E.Sanders for 7 yards, TOUCHDOWN.	DEN	2019	2	2019091511	4097
305	(5:11) (Shotgun) J.Flacco pass deep left to C.Sutton for 70 yards, TOUCHDOWN.	DEN	2019	5	2019100610	516
306	(12:48) B.Allen pass short middle to N.Fant for 75 yards, TOUCHDOWN [O.Vernon].	DEN	2019	9	2019110309	977
307	(12:48) B.Allen pass short middle to N.Fant for 75 yards, TOUCHDOWN [O.Vernon].	DEN	2019	9	2019110309	977
308	(6:16) B.Allen pass deep right to C.Sutton for 21 yards, TOUCHDOWN.	DEN	2019	9	2019110309	471
309	(6:25) B.Allen pass deep left to C.Sutton to MIN 32 for 48 yards (X.Rhodes).	DEN	2019	11	2019111705	537
310	(4:20) (Shotgun) M.Stafford pass short right to K.Johnson for 36 yards, TOUCHDOWN.	DET	2019	2	2019091502	653
311	J.Elliott kicks 65 yards from PHI 35 to DET 0. J.Agnew for 100 yards, TOUCHDOWN.	DET	2019	3	2019092207	315
312	(11:12) M.Stafford pass deep right to M.Hall pushed ob at GB 16 for 58 yards (C.Sullivan).	DET	2019	6	2019101400	288
313	(14:55) M.Stafford pass deep right to K.Golladay to GB 11 for 66 yards (J.Alexander).	DET	2019	6	2019101400	59
314	(12:21) M.Stafford pass deep left to K.Golladay for 41 yards, TOUCHDOWN.	DET	2019	8	2019102703	3344
315	(11:12) (Shotgun) D.Blough pass deep left to K.Golladay for 75 yards, TOUCHDOWN.	DET	2019	13	2019112800	349
316	(8:07) (Shotgun) D.Amendola pass short left to D.Blough for 19 yards, TOUCHDOWN.	DET	2019	17	2019122905	504
317	(1:09) (Shotgun) M.Trubisky sacked at CHI 5 for -11 yards (P.Smith).	GB	2019	1	2019090500	4576
318	(13:15) A.Rodgers pass short right to J.Graham for 8 yards, TOUCHDOWN. Penalty on CHI, Defensive Too Many Men on Field, declined.	GB	2019	1	2019090500	1159
319	(5:17) K.Cousins pass deep right intended for S.Diggs INTERCEPTED by K.King at GB -9. Touchback.	GB	2019	2	2019091503	3839
320	(12:59) (Shotgun) A.Rodgers pass short right to J.Williams for 15 yards, TOUCHDOWN.	GB	2019	2	2019091503	130
321	(11:52) (Shotgun) A.Rodgers pass deep right to D.Adams to PHI 7 for 58 yards (S.Jones).	GB	2019	4	2019092600	253
322	(9:10) (Shotgun) A.Rodgers pass deep left to A.Lazard for 35 yards, TOUCHDOWN.	GB	2019	6	2019101400	3471
323	(6:28) (Shotgun) A.Rodgers pass short left to M.Valdes-Scantling for 74 yards, TOUCHDOWN.	GB	2019	7	2019102004	3525
324	(9:47) (Shotgun) A.Rodgers pass deep right to A.Jones for 21 yards, TOUCHDOWN.	GB	2019	7	2019102004	390
325	(14:05) (Shotgun) A.Rodgers pass short right to J.Williams for 3 yards, TOUCHDOWN [E.Ogbah].	GB	2019	8	2019102712	3067
326	(10:24) (Shotgun) A.Rodgers pass deep right to J.Kumerow to KC 11 for 34 yards (D.Sorensen) [E.Ogbah]. Kansas City challenged the pass completion ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)	GB	2019	8	2019102712	282
327	(2:53) (Shotgun) A.Rodgers pass deep middle to J.Graham to CAR 26 for 48 yards (E.Reid).	GB	2019	10	2019111003	1651
328	(12:05) A.Rodgers pass deep right to D.Adams to CAR 10 for 37 yards (R.Cockrell).	GB	2019	10	2019111003	1166
329	(4:53) (Shotgun) A.Rodgers pass deep left to D.Adams for 29 yards, TOUCHDOWN.	GB	2019	15	2019121503	592
330	(2:19) (Shotgun) A.Rodgers pass deep right to D.Adams pushed ob at SEA 46 for 32 yards (U.Amadi).	GB	2019	19	2020011201	3709
331	(7:21) A.Rodgers pass deep left to D.Adams for 40 yards, TOUCHDOWN.	GB	2019	19	2020011201	2489
332	(10:42) (Shotgun) A.Rodgers pass deep left to D.Adams for 20 yards, TOUCHDOWN.	GB	2019	19	2020011201	227
333	(10:48) (Shotgun) A.Rodgers pass deep right to D.Adams to SF 22 for 65 yards (J.Tartt). Caught at SF 44.  22-yac	GB	2019	20	2020011901	3088
334	(:43) (Shotgun) D.Watson pass deep middle to K.Stills for 37 yards, TOUCHDOWN [V.Bell]. Pass 32, YAC 5	HOU	2019	1	2019090900	4163
335	(:50) (Shotgun) D.Watson pass deep left to D.Hopkins pushed ob at NO 37 for 38 yards (M.Lattimore) [M.Davenport]. Pass 34, YAC 4	HOU	2019	1	2019090900	4134
336	(14:19) (Shotgun) D.Watson left end for 21 yards, TOUCHDOWN.	HOU	2019	1	2019090900	964
337	(2:55) (Shotgun) D.Watson pass deep middle to W.Fuller to NO 40 for 54 yards (E.Apple). Pass 50, YAC 4	HOU	2019	1	2019090900	750
338	(8:48) (No Huddle, Shotgun) K.Coutee left end for 4 yards, TOUCHDOWN.	HOU	2019	7	2019102005	2535
339	(6:34) (Shotgun) D.Watson pass short right to D.Fells for 9 yards, TOUCHDOWN.	HOU	2019	8	2019102704	3835
340	(12:41) (Shotgun) D.Watson pass deep left to D.Hopkins for 30 yards, TOUCHDOWN.	HOU	2019	12	2019112100	2979
341	(5:36) D.Watson pass deep left to W.Fuller to IND 24 for 51 yards (K.Moore II).	HOU	2019	12	2019112100	2579
342	(9:58) (Shotgun) D.Watson right end for 6 yards, TOUCHDOWN.	HOU	2019	13	2019120111	3483
343	(5:49) (Shotgun) D.Watson pass deep left to K.Stills for 35 yards, TOUCHDOWN.	HOU	2019	13	2019120111	2602
344	(7:46) D.Watson pass deep left to D.Hopkins for 43 yards, TOUCHDOWN.	HOU	2019	14	2019120804	2583
345	(1:31) (Shotgun) J.Winston pass short left intended for D.Ogunbowale INTERCEPTED by J.Addae at TB 41. J.Addae to TB 37 for 4 yards (O.Howard).	HOU	2019	16	2019122100	4240
346	(4:16) (Shotgun) D.Watson pass short right to T.Jones to BUF 10 for 34 yards (K.Johnson) [J.Phillips].	HOU	2019	18	2020010400	4780
347	(8:56) D.Watson pass deep left to D.Hopkins to BUF 28 for 41 yards (T.White) [S.Lawson].	HOU	2019	18	2020010400	3187
348	(1:41) (Shotgun) D.Watson right end for 20 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was Upheld. The ruling on the field stands.	HOU	2019	18	2020010400	2660
349	(2:34) (Shotgun) D.Watson pass short right to D.Hopkins pushed ob at KC 30 for 9 yards (B.Breeland).	HOU	2019	19	2020011200	3244
350	(10:13) D.Colquitt punt is BLOCKED by B.Mingo, Center-J.Winchester, RECOVERED by HST-L.Johnson at KC 10. L.Johnson for 10 yards, TOUCHDOWN.	HOU	2019	19	2020011200	346
351	(12:07) (Shotgun) D.Watson pass deep left to K.Stills for 54 yards, TOUCHDOWN.	HOU	2019	19	2020011200	174
352	(5:06) Dam.Williams up the middle to KC 33 for -1 yards (J.Houston).	IND	2019	5	2019100612	4026
353	(10:34) J.Brissett pass incomplete short left to E.Ebron. Indianapolis challenged the incomplete pass ruling, and the play was REVERSED. J.Brissett pass short left to E.Ebron for 4 yards, TOUCHDOWN.	IND	2019	7	2019102005	2340
354	(2:47) (Shotgun) J.Winston pass short right intended for B.Perriman INTERCEPTED by D.Leonard [K.Willis] at IND 20. D.Leonard for 80 yards, TOUCHDOWN.	IND	2019	14	2019120808	1749
355	(12:54) (Shotgun) J.Brissett pass deep right to M.Johnson for 46 yards, TOUCHDOWN. Penalty on TB-S.Bunting, Illegal Contact, declined.	IND	2019	14	2019120808	168
356	(7:34) (Punt formation) M.Palardy punts 53 yards to IND 29, Center-J.Jansen. N.Hines for 71 yards, TOUCHDOWN.	IND	2019	16	2019122207	3442
357	(7:58) (Punt formation) M.Palardy punts 56 yards to IND 16, Center-J.Jansen. N.Hines for 84 yards, TOUCHDOWN.	IND	2019	16	2019122207	511
358	(5:31) (Shotgun) N.Foles pass deep right to D.Chark for 35 yards, TOUCHDOWN [C.Jones].	JAX	2019	1	2019090802	584
359	(13:36) (Shotgun) P.Mahomes pass short middle to S.Watkins for 68 yards, TOUCHDOWN.	JAX	2019	1	2019090802	103
360	(4:38) L.Fournette up the middle to TEN 9 for 69 yards (K.Byard).	JAX	2019	3	2019091900	3693
361	(6:42) (Shotgun) G.Minshew pass deep left to D.Chark for 22 yards, TOUCHDOWN.	JAX	2019	3	2019091900	540
362	(2:57) L.Fournette left tackle to DEN 12 for 81 yards (D.Dawson).	JAX	2019	4	2019092911	2937
363	(4:46) (Shotgun) G.Minshew pass short left to R.Armstead for 7 yards, TOUCHDOWN [D.Wolfe]. DEN-B.Chubb was injured during the play.	JAX	2019	4	2019092911	2752
364	(4:22) (Shotgun) G.Minshew II pass short right to D.Chark Jr. for 8 yards, TOUCHDOWN.	JAX	2019	8	2019102705	3597
365	(1:24) (Shotgun) G.Minshew II pass deep middle to C.Conley for 70 yards, TOUCHDOWN.	JAX	2019	8	2019102705	825
366	(12:08) (Shotgun) G.Minshew II pass deep right to C.Conley for 42 yards, TOUCHDOWN.	JAX	2019	16	2019122205	3272
367	(:47) (Shotgun) P.Mahomes pass deep left to D.Robinson for 39 yards, TOUCHDOWN.	KC	2019	2	2019091510	2350
368	(1:46) (Shotgun) P.Mahomes pass deep left to T.Kelce for 27 yards, TOUCHDOWN.	KC	2019	2	2019091510	2150
369	(5:57) (Shotgun) P.Mahomes pass deep middle to M.Hardman for 42 yards, TOUCHDOWN.	KC	2019	2	2019091510	1744
370	(3:12) (Shotgun) P.Mahomes pass deep left to M.Hardman for 83 yards, TOUCHDOWN.	KC	2019	3	2019092204	1643
371	(10:32) (Shotgun) P.Mahomes pass deep right to M.Hardman pushed ob at IND 45 for 31 yards (G.Odum). Penalty on IND-P.Desir, Defensive Pass Interference, declined.	KC	2019	5	2019100612	2804
372	(14:19) (Shotgun) P.Mahomes pass deep right to B.Pringle for 27 yards, TOUCHDOWN.	KC	2019	5	2019100612	1063
373	(11:53) (Shotgun) P.Mahomes pass deep middle to T.Hill for 46 yards, TOUCHDOWN. Penalty on HST-W.Mercilus, Defensive Offside, declined.	KC	2019	6	2019101304	291
374	(11:04) (Shotgun) M.Moore pass deep right to T.Kelce for 29 yards, TOUCHDOWN [R.Gary].	KC	2019	8	2019102712	1205
375	(4:53) (Shotgun) M.Moore pass deep right to T.Hill to MIN 19 for 41 yards (T.Waynes) [L.Joseph].	KC	2019	9	2019110303	4073
376	(6:25) Dam.Williams up the middle for 91 yards, TOUCHDOWN.	KC	2019	9	2019110303	2909
377	(8:28) M.Moore pass deep right to T.Hill for 40 yards, TOUCHDOWN [E.Griffen].	KC	2019	9	2019110303	511
378	(12:04) (Shotgun) P.Mahomes pass short middle to M.Hardman for 63 yards, TOUCHDOWN.	KC	2019	10	2019111007	3195
