playKey	playDesc	team	season	week	gameId	playId
11	(2:52) T.Coleman right end to ARZ 7 for 65 yards (T.Boston).	ATL	2018	15	2018121600	882
12	(6:21) (Shotgun) J.Rosen pass short right intended for D.Johnson INTERCEPTED by D.Jones (V.Beasley) at ARZ 41. D.Jones for 41 yards, TOUCHDOWN.	ATL	2018	15	2018121600	665
13	(15:00) (Shotgun) M.Ryan pass deep left to C.Ridley for 75 yards, TOUCHDOWN [M.Addison].	ATL	2018	16	2018122304	2305
14	(9:41) (Shotgun) J.Flacco pass deep right to J.Brown for 21 yards, TOUCHDOWN.	BAL	2018	2	2018091300	4157
15	(9:17) (Shotgun) C.Keenum pass short middle intended for J.Heuerman INTERCEPTED by P.Onwuasor at BLT 11. P.Onwuasor for 89 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on BLT-M.Judon, Illegal Block Above the Waist, 10 yards, enforced at BLT 44.	BAL	2018	3	2018092301	3690
16	(9:46) (No Huddle, Shotgun) L.Jackson pass deep right to M.Andrews to OAK 07 for 74 yards (R.Melvin).	BAL	2018	12	2018112500	1502
17	(13:01) (Punt formation) J.Townsend punts 52 yards to BLT 30, Center-T.Sieg. C.Jones for 70 yards, TOUCHDOWN.	BAL	2018	12	2018112500	1273
18	(12:28) (Shotgun) L.Jackson pass deep left to M.Andrews for 68 yards, TOUCHDOWN.	BAL	2018	16	2018122201	2372
19	(4:52) (Shotgun) L.Jackson right guard for 25 yards, TOUCHDOWN.	BAL	2018	17	2018123000	764
20	(1:49) (Shotgun) J.Allen pass deep left to Z.Jones to LAC 18 for 57 yards (J.Addae). Caught in flat at LAC 20.	BUF	2018	2	2018091601	1811
21	(7:25) J.Allen scrambles right guard pushed ob at JAX 37 for 45 yards (B.Church).	BUF	2018	12	2018112501	4105
22	(2:49) J.Allen pass deep right to R.Foster for 75 yards, TOUCHDOWN [Y.Ngakoue]. Caught in flat at JAX 37, slanting from middle.	BUF	2018	12	2018112501	875
23	(10:35) (Shotgun) J.Allen pass deep right to R.Foster for 42 yards, TOUCHDOWN. Caught near sideline at DET 12.	BUF	2018	15	2018121602	3455
24	(11:23) J.Allen scrambles right end for 30 yards, TOUCHDOWN.	BUF	2018	17	2018123001	3552
25	(11:36) C.Samuel left end for 33 yards, TOUCHDOWN. Play was a double reverse	CAR	2018	9	2018110402	1175
26	(12:09) (Shotgun) C.Newton pass short left to D.Moore to DET 12 for 82 yards (D.Slay). DET-D.Slay was injured during the play.	CAR	2018	11	2018111803	2119
27	(9:27) (Shotgun) C.McCaffrey up the middle to SEA 16 for 59 yards (SL.Griffin).	CAR	2018	12	2018112502	3206
28	(8:22) (Shotgun) C.Newton pass short middle to D.Moore to CLV 42 for 40 yards (D.Randall; T.Mitchell).	CAR	2018	14	2018120902	1350
29	TWO-POINT CONVERSION ATTEMPT. D.Brees pass to M.Thomas is incomplete. ATTEMPT FAILS. DEFENSIVE TWO-POINT ATTEMPT. D.Jackson intercepted the try attempt. ATTEMPT SUCCEEDS.	CAR	2018	15	2018121700	3239
30	(4:12) C.Clark reported in as eligible.  C.McCaffrey pass short right to C.Manhertz for 50 yards, TOUCHDOWN.	CAR	2018	15	2018121700	610
31	(:02) (Shotgun) M.Trubisky pass deep middle to K.White to NE 1 for 54 yards (D.Harmon). The Replay Official reviewed the short of the goal line ruling, and the play was Upheld. The ruling on the field was confirmed.	CHI	2018	7	2018102102	4750
32	(13:41) (Shotgun) M.Trubisky scrambles left end to NE 1 for 39 yards (D.Hightower).	CHI	2018	7	2018102102	2560
33	(1:12) (Shotgun) M.Trubisky scrambles left end for 8 yards, TOUCHDOWN.	CHI	2018	7	2018102102	922
34	(5:35) (Shotgun) M.Trubisky pass short middle to T.Cohen for 70 yards, TOUCHDOWN.	CHI	2018	8	2018102802	608
35	(1:46) C.Schmidt punts 46 yards to CHI 41, Center-R.Ferguson. T.Cohen to BUF 23 for 36 yards (P.DiMarco). FUMBLES (P.DiMarco), ball out of bounds at BUF 23.	CHI	2018	9	2018110401	2180
36	(6:09) (Shotgun) M.Stafford pass short left intended for M.Roberts INTERCEPTED by E.Jackson at DET 41. E.Jackson for 41 yards, TOUCHDOWN.	CHI	2018	12	2018112200	3677
37	(10:01) (Shotgun) B.Sowell reported in as eligible.  M.Trubisky pass short right to B.Sowell for 2 yards, TOUCHDOWN.	CHI	2018	14	2018120901	2858
38	(5:08) (Shotgun) M.Trubisky pass deep right to T.Mizzell ran ob at SF 49 for 26 yards. Penalty on SF-M.Harris, Defensive Holding, declined. Caught at SF 49.  0-YAC	CHI	2018	16	2018122312	1530
39	(9:09) (Shotgun) M.Trubisky pass deep right to A.Robinson II for 22 yards, TOUCHDOWN. Penalty on PHI-A.Maddox, Defensive Pass Interference, declined.	CHI	2018	18	2019010601	3542
40	(4:18) A.Dalton pass deep left to A.Green for 38 yards, TOUCHDOWN.	CIN	2018	1	2018090902	2824
41	(3:02) A.Dalton pass incomplete deep left to A.Green. Cincinnati challenged the incomplete pass ruling, and the play was REVERSED. A.Dalton pass deep left to A.Green ran ob at CAR 44 for 31 yards.	CIN	2018	3	2018092302	749
42	(5:51) (Shotgun) A.Dalton pass deep right to J.Ross for 22 yards, TOUCHDOWN.	CIN	2018	11	2018111801	2803
43	D.Carlson kicks 63 yards from OAK 35 to CIN 2. A.Erickson pushed ob at OAK 21 for 77 yards (E.Harris).	CIN	2018	15	2018121604	4089
44	(8:28) J.Mixon right guard pushed ob at PIT 15 for 51 yards (C.Sensabaugh).	CIN	2018	17	2018123009	3264
45	(12:50) (No Huddle, Shotgun) B.Roethlisberger pass short middle intended for J.Smith-Schuster INTERCEPTED by S.Williams at CIN 42. S.Williams for 58 yards, TOUCHDOWN.	CIN	2018	17	2018123009	949
46	(1:24) (Shotgun) T.Taylor pass deep middle to A.Callaway for 47 yards, TOUCHDOWN. Pass 47, YAC 0	CLE	2018	2	2018091603	3816
47	(8:51) N.Chubb right tackle for 92 yards, TOUCHDOWN.	CLE	2018	10	2018111102	2155
48	(14:13) J.Landry right guard to CAR 4 for 51 yards (L.Kuechly).	CLE	2018	14	2018120902	3243
49	(8:35) (Shotgun) B.Mayfield pass deep left to J.Landry for 51 yards, TOUCHDOWN.	CLE	2018	14	2018120902	1274
50	(9:17) B.Mayfield pass deep left to B.Perriman to CAR 9 for 66 yards (D.Jackson).	CLE	2018	14	2018120902	365
51	(1:50) (Shotgun) C.Keenum pass deep left intended for C.Sutton INTERCEPTED by J.Peppers [L.Ogunjobi] at CLV 0. Touchback.	CLE	2018	15	2018121501	1907
52	(2:01) (Shotgun) B.Mayfield pass short right to D.Njoku pushed ob at CIN 3 for 66 yards (H.Nickerson).	CLE	2018	16	2018122305	3615
53	(8:12) (Shotgun) B.Mayfield pass short left to J.Landry pushed ob at CIN 13 for 14 yards (W.Jackson).	CLE	2018	16	2018122305	3048
54	(8:45) J.Landry pass deep right to B.Perriman to CIN 7 for 63 yards (S.Williams, J.Bates). 6 B Mayfield handed off to 11 A Calloway who pitched to 80 J Landry	CLE	2018	16	2018122305	1246
55	(2:00) (Shotgun) C.Wentz pass short right to C.Clement to DAL 35 for -5 yards (L.Vander Esch).	DAL	2018	10	2018111111	3656
56	(6:18) (Shotgun) E.Elliott left guard to PHI 8 for 32 yards (R.Douglas).	DAL	2018	10	2018111111	1374
57	(2:27) (Shotgun) D.Prescott pass deep middle to A.Cooper for 90 yards, TOUCHDOWN.	DAL	2018	12	2018112201	2897
58	(13:19) (No Huddle, Shotgun) D.Prescott left tackle for 10 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. (No Huddle, Shotgun) D.Prescott left tackle to SEA 1 for 9 yards (B.McDougald).	DAL	2018	18	2019010501	3071
59	(1:11) E.Elliott right end ran ob at SEA 22 for 44 yards (J.Coleman).	DAL	2018	18	2019010501	1774
60	(6:27) (Shotgun) D.Prescott pass deep left to M.Gallup to LA 2 for 44 yards (L.Joyner). Los Angeles Rams challenged the pass completion ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)	DAL	2018	19	2019011201	2750
61	(6:10) (Shotgun) D.Prescott pass short middle to A.Cooper for 29 yards, TOUCHDOWN.	DAL	2018	19	2019011201	531
62	(14:51) C.Keenum pass deep right to E.Sanders for 64 yards, TOUCHDOWN.	DEN	2018	7	2018101800	1168
63	(2:13) (Shotgun) J.Rosen pass short right intended for J.Nelson INTERCEPTED by C.Harris at DEN 47. C.Harris for 53 yards, TOUCHDOWN.	DEN	2018	7	2018101800	967
64	(8:45) 4-C.Keenum laterals to 10-E.Sanders. E.Sanders pass deep right to C.Sutton for 28 yards, TOUCHDOWN.	DEN	2018	7	2018101800	483
65	(6:29) P.Lindsay right guard pushed ob at PIT 38 for 32 yards (T.Edmunds).	DEN	2018	12	2018112509	1576
66	(7:45) P.Lindsay left end for 65 yards, TOUCHDOWN.	DEN	2018	13	2018120201	2902
67	(2:00) (Shotgun) C.Keenum pass deep middle to R.Cracraft to LAC 6 for 44 yards (J.Addae).	DEN	2018	17	2018123013	1861
68	(2:24) (Shotgun) M.Stafford pass deep right to G.Tate for 38 yards, TOUCHDOWN.	DET	2018	4	2018093002	3466
69	(:30) (Shotgun) M.Stafford pass short right to G.Tate for 45 yards, TOUCHDOWN. Penalty on DAL-R.Gregory, Illegal Use of Hands, declined.	DET	2018	4	2018093002	879
70	(15:00) (Shotgun) K.Johnson right guard pushed ob at MIA 20 for 71 yards (R.Jones).	DET	2018	7	2018102106	782
71	(2:24) (No Huddle, Shotgun) M.Stafford pass deep left to M.Jones for 39 yards, TOUCHDOWN.	DET	2018	8	2018102804	598
72	(3:16) (Shotgun) J.Rosen pass short right intended for T.Sherfield INTERCEPTED by D.Slay [R.Okwara] at DET 33. D.Slay for 67 yards, TOUCHDOWN.	DET	2018	14	2018120911	2792
73	(6:59) (Shotgun) M.Stafford pass deep left to T.Jones for 23 yards, TOUCHDOWN.	DET	2018	17	2018123002	3560
74	(2:29) (Shotgun) A.Rodgers pass short middle to R.Cobb for 75 yards, TOUCHDOWN.	GB	2018	1	2018090912	3564
75	(14:06) (Shotgun) A.Rodgers pass deep right to G.Allison for 39 yards, TOUCHDOWN.	GB	2018	1	2018090912	2775
76	(13:41) A.Rodgers pass deep right to M.Valdes-Scantling to SF 33 for 30 yards (J.Tartt).	GB	2018	6	2018101500	2189
77	(1:13) A.Jones up the middle pushed ob at MIA 4 for 67 yards (X.Howard).	GB	2018	10	2018111103	817
78	(11:23) (Shotgun) A.Rodgers pass deep right to D.Adams to SEA 17 for 57 yards (SL.Griffin) [J.Reed].	GB	2018	11	2018111500	3367
79	(3:21) A.Rodgers pass deep right to R.Tonyan for 54 yards, TOUCHDOWN.	GB	2018	11	2018111500	834
80	(4:31) D.Watson pass deep right to W.Fuller for 73 yards, TOUCHDOWN.	HOU	2018	8	2018102500	2910
81	(2:38) (Shotgun) A.Smith pass short left intended for J.Reed INTERCEPTED by J.Reid [C.Covington] at HST -1. J.Reid for 101 yards, TOUCHDOWN.	HOU	2018	11	2018111806	1838
82	(9:36) L.Miller right guard for 97 yards, TOUCHDOWN.	HOU	2018	12	2018112600	1222
83	(2:20) D.Watson pass short left to D.Hopkins for 14 yards, TOUCHDOWN.	HOU	2018	15	2018121500	3885
84	(8:22) (Shotgun) D.Watson pass deep middle to D.Hopkins for 45 yards, TOUCHDOWN.	HOU	2018	15	2018121500	1484
85	(2:11) (Shotgun) D.Watson pass deep left to V.Smith for 35 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field was confirmed.	HOU	2018	16	2018122310	4398
86	(5:21) (Shotgun) A.Luck pass short right to N.Hines for 14 yards, TOUCHDOWN.	IND	2018	4	2018093004	3083
87	(7:45) (Shotgun) A.Luck pass deep right to E.Ebron for 20 yards, TOUCHDOWN.	IND	2018	8	2018102808	2525
88	(7:37) A.Luck pass deep middle to T.Hilton for 68 yards, TOUCHDOWN.	IND	2018	11	2018111804	1442
89	(9:43) L.Clark reported in as eligible.  A.Luck pass short right to E.Ebron for 14 yards, TOUCHDOWN.	IND	2018	12	2018112504	361
90	(7:19) A.Luck pass deep middle to T.Hilton to HST 4 for 60 yards (J.Reid).	IND	2018	14	2018120904	1731
91	(2:18) B.Bortles pass deep left to K.Cole for 24 yards, TOUCHDOWN [D.Hightower].	JAX	2018	2	2018091612	760
92	(3:47) (Shotgun) B.Bortles pass deep right to D.Moncrief for 67 yards, TOUCHDOWN.	JAX	2018	4	2018093005	2872
93	(4:38) (Shotgun) B.Bortles pass short middle to D.Westbrook for 11 yards, TOUCHDOWN.	JAX	2018	8	2018102800	2332
94	(3:10) (Shotgun) B.Bortles pass deep right to D.Moncrief for 80 yards, TOUCHDOWN.	JAX	2018	10	2018111104	617
95	(:23) T.Way punts 52 yards to JAX 26, Center-A.East. D.Westbrook for 74 yards, TOUCHDOWN.	JAX	2018	15	2018121606	1977
96	(9:43) R.Tannehill pass short right intended for K.Ballage INTERCEPTED by Tel.Smith [C.Campbell] at MIA 33. Tel.Smith for 33 yards, TOUCHDOWN. PENALTY on JAX-Tel.Smith, Taunting, 15 yards, enforced between downs. Penalty on JAX-Y.Ngakoue, Unsportsmanlike Conduct, declined.	JAX	2018	16	2018122302	3260
97	(9:04) (Shotgun) P.Mahomes pass short right to C.Conley for 4 yards, TOUCHDOWN.	KC	2018	3	2018092305	1338
98	(13:39) (Shotgun) P.Mahomes pass deep right to K.Hunt for 67 yards, TOUCHDOWN.	KC	2018	6	2018101412	2072
99	(8:53) (Shotgun) K.Hunt right tackle to CIN 6 for 21 yards (C.Lawson; S.Williams).	KC	2018	7	2018102105	373
100	(5:19) (Shotgun) P.Mahomes pass short middle to K.Hunt for 23 yards, TOUCHDOWN.	KC	2018	8	2018102805	2683
101	(8:25) (Shotgun) P.Mahomes pass short left to K.Hunt for 50 yards, TOUCHDOWN. CLV-E.Gaines was injured during the play. His return is Probable.	KC	2018	9	2018110403	453
102	(12:15) P.Mahomes pass deep middle to T.Hill for 73 yards, TOUCHDOWN. PENALTY on KC-T.Hill, Taunting, 15 yards, enforced between downs.	KC	2018	11	2018111900	4120
103	(1:29) (Shotgun) P.Mahomes pass deep middle to T.Hill ran ob at BLT 12 for 48 yards [Z.Smith].	KC	2018	14	2018120905	4037
104	(4:43) (No Huddle, Shotgun) P.Mahomes pass short right to D.Robinson for 11 yards, TOUCHDOWN [D.Jordan].	KC	2018	16	2018122314	4063
105	(14:55) (Shotgun) P.Mahomes pass short left to T.Kelce to IND 19 for 10 yards (J.Wilcox).	KC	2018	19	2019011200	1098
106	(6:39) T.Hill left end for 36 yards, TOUCHDOWN.	KC	2018	19	2019011200	661
107	(:23) (Shotgun) P.Mahomes pass deep left to D.Robinson to NE 21 for 27 yards (J.Jackson) [D.Hightower]. Penalty on NE-T.Flowers, Defensive Offside, declined.	KC	2018	20	2019012001	4361
108	(3:35) S.Michel up the middle for 10 yards, TOUCHDOWN.	KC	2018	20	2019012001	3661
109	(12:51) (Shotgun) J.Goff pass deep right to C.Kupp for 53 yards, TOUCHDOWN [U.Nwosu].	LA	2018	3	2018092310	2372
110	(1:33) (Shotgun) J.Goff pass deep middle to B.Cooks for 47 yards, TOUCHDOWN.	LA	2018	4	2018092700	1960
111	(3:55) (Shotgun) J.Goff pass deep right to C.Kupp for 19 yards, TOUCHDOWN.	LA	2018	4	2018092700	1600
112	(1:56) (Shotgun) J.Goff pass deep right to G.Everett for 40 yards, TOUCHDOWN.	LA	2018	11	2018111900	5133
113	(13:38) (Shotgun) P.Mahomes sacked at LA 36 for -11 yards (A.Donald). FUMBLES (A.Donald) [A.Donald], touched at LA 41, RECOVERED by LA-J.Franklin at KC 46. J.Franklin to KC 46 for no gain (A.Reiter).	LA	2018	11	2018111900	2808
114	(2:00) (Shotgun) P.Mahomes sacked at KC 13 for -9 yards (A.Donald). FUMBLES (A.Donald) [A.Donald], RECOVERED by LA-S.Ebukam at KC 11. S.Ebukam for 11 yards, TOUCHDOWN.	LA	2018	11	2018111900	2271
115	(3:33) (Shotgun) P.Mahomes pass deep left to T.Hill for 25 yards, TOUCHDOWN.	LA	2018	11	2018111900	1032
116	(5:43) (Shotgun) J.Goff pass short right to J.Reynolds for 4 yards, TOUCHDOWN. Penalty on KC-E.Murray, Defensive Holding, declined.	LA	2018	11	2018111900	884
117	(14:00) (No Huddle, Shotgun) J.Goff pass short right to B.Cooks to KC 26 for 30 yards (S.Nelson).	LA	2018	11	2018111900	137
118	(3:35) (No Huddle) T.Gurley right guard for 35 yards, TOUCHDOWN.	LA	2018	19	2019011201	1745
119	(:48) (Shotgun) J.Goff pass deep left to B.Cooks to NO 6 for 36 yards (P.Williams). Pass 31, YAC 5	LA	2018	20	2019012000	2070
120	(9:00) (Shotgun) C.Beathard pass short left intended for G.Celek INTERCEPTED by T.Williams at LAC 2. T.Williams to SF 12 for 86 yards (P.Garcon).	LAC	2018	4	2018093010	2478
121	(6:43) P.Rivers pass deep left to Ty.Williams for 45 yards, TOUCHDOWN.	LAC	2018	6	2018101402	1539
122	(9:44) P.Rivers pass deep left to Ty.Williams for 75 yards, TOUCHDOWN.	LAC	2018	7	2018102100	324
123	(12:43) (Shotgun) P.Rivers pass short left to M.Gordon for 66 yards, TOUCHDOWN.	LAC	2018	10	2018111109	1898
124	(8:09) P.Rivers pass short right to K.Allen for 4 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands.	LAC	2018	12	2018112508	2449
125	(13:11) (Punt formation) J.Berry punts 57 yards to LAC 27, Center-K.Canaday. D.King for 73 yards, TOUCHDOWN. PIT-K.Canaday was injured during the play.	LAC	2018	13	2018120208	3040
126	R.Succop kicks 67 yards from TEN 35 to MIA -2. J.Grant for 102 yards, TOUCHDOWN.	MIA	2018	1	2018090903	2956
127	(2:11) (Shotgun) R.Tannehill pass short middle to A.Wilson for 74 yards, TOUCHDOWN.	MIA	2018	3	2018092306	3553
128	(:40) K.Huber punts 50 yards to MIA 29, Center-C.Harris. J.Grant pushed ob at CIN 2 for 69 yards (C.Core). The Replay Official reviewed the runner was out of bounds ruling, and the play was REVERSED. K.Huber punts 50 yards to MIA 29, Center-C.Harris. J.Grant for 71 yards, TOUCHDOWN.	MIA	2018	5	2018100702	1828
129	(3:17) (Shotgun) B.Osweiler pass short middle to A.Wilson for 75 yards, TOUCHDOWN.	MIA	2018	6	2018101404	3499
130	(7:38) (Shotgun) B.Osweiler pass short right to K.Stills for 5 yards, TOUCHDOWN.	MIA	2018	7	2018102106	1216
131	(8:48) (Shotgun) R.Tannehill pass short left to K.Stills for 13 yards, TOUCHDOWN [T.Murphy].	MIA	2018	13	2018120206	3533
132	(:07) (Shotgun) R.Tannehill pass short right to K.Stills to MIA 45 for 14 yards. Lateral to D.Parker to MIA 48 for 3 yards. Lateral to K.Drake for 52 yards, TOUCHDOWN. The Replay Official reviewed the score ruling, and the play was Upheld. The ruling on the field was confirmed.	MIA	2018	14	2018120906	4172
133	(15:00) K.Ballage right tackle for 75 yards, TOUCHDOWN.	MIA	2018	15	2018121607	2080
134	(7:53) (Shotgun) K.Cousins pass short left intended for S.Diggs INTERCEPTED by M.Fitzpatrick at 50. M.Fitzpatrick for 50 yards, TOUCHDOWN.	MIA	2018	15	2018121607	1435
135	(:36) (Shotgun) K.Cousins pass deep right to A.Thielen for 22 yards, TOUCHDOWN [M.Daniels].	MIN	2018	2	2018091602	3925
136	(7:29) (Shotgun) K.Cousins pass deep middle to S.Diggs for 75 yards, TOUCHDOWN.	MIN	2018	2	2018091602	3122
137	(5:23) (Shotgun) K.Cousins pass deep left to A.Robinson for 34 yards, TOUCHDOWN.	MIN	2018	7	2018102107	3944
138	(13:46) L.Murray right guard for 38 yards, TOUCHDOWN.	MIN	2018	7	2018102107	3292
139	(13:28) (Shotgun) K.Cousins pass deep right to A.Thielen for 34 yards, TOUCHDOWN.	MIN	2018	7	2018102107	163
140	(4:45) (Shotgun) D.Cook left tackle to DET 5 for 70 yards (G.Quin).	MIN	2018	9	2018110405	1337
141	(:02) (Shotgun) K.Cousins pass deep right to K.Rudolph for 44 yards, TOUCHDOWN.	MIN	2018	16	2018122307	2368
142	(12:11) (Shotgun) T.Brady pass deep left to C.Patterson for 55 yards, TOUCHDOWN. NE 12-Brady 70th different career TD target, ties NFL record (Testaverde).	NE	2018	4	2018093006	1120
143	C.Parkey kicks 60 yards from CHI 35 to NE 5. C.Patterson for 95 yards, TOUCHDOWN.	NE	2018	7	2018102102	1452
144	(6:09) (Shotgun) D.Anderson pass short right intended for C.Clay INTERCEPTED by D.McCourty at NE 16. D.McCourty for 84 yards, TOUCHDOWN.	NE	2018	8	2018102900	4364
145	(11:44) (No Huddle, Shotgun) J.Edelman pass short left to J.White to GB 2 for 37 yards (A.Morrison). backwards pass Brady to Edelman NE 28-White 61st reception of season, new career high.	NE	2018	9	2018110410	3640
146	(6:58) T.Brady pass deep right to C.Hogan for 63 yards, TOUCHDOWN.	NE	2018	15	2018121610	485
147	(7:20) S.Michel right tackle to LAC 9 for 40 yards (D.James).	NE	2018	19	2019011300	1620
148	(7:43) (Shotgun) T.Brady pass deep left to R.Gronkowski to LA 2 for 29 yards (C.Littleton).	NE	2018	22	2019020300	3556
149	(3:42) J.Goff pass incomplete deep middle to B.Cooks (J.McCourty).	NE	2018	22	2019020300	2816
150	(2:16) A.Kamara right guard for 49 yards, TOUCHDOWN.	NO	2018	4	2018093011	3806
151	(2:46) (Shotgun) D.Brees pass deep right to T.Smith for 62 yards, TOUCHDOWN. Pass 24, YAC 38 PENALTY on NO-M.Thomas, Taunting, 15 yards, enforced between downs. With this TD pass completion, NO #9 D.Brees becomes the NFL's all-time leader in passing yardage.	NO	2018	5	2018100800	1829
152	(6:08) (Shotgun) K.Cousins pass short middle intended for S.Diggs INTERCEPTED by P.Williams at MIN 45. P.Williams for 45 yards, TOUCHDOWN.	NO	2018	8	2018102811	2486
153	(4:02) (Shotgun) D.Brees pass deep left to M.Thomas for 72 yards, TOUCHDOWN. Pass 24, YAC 48. PENALTY on NO-M.Thomas, Unsportsmanlike Conduct, 15 yards, enforced between downs.	NO	2018	9	2018110409	3891
154	(6:05) (Shotgun) D.Brees pass deep right to D.Arnold for 25 yards, TOUCHDOWN. Pass 25, YAC 0	NO	2018	12	2018112202	2504
155	(1:28) (Shotgun) D.Brees pass short right to M.Thomas to PIT 1 for 1 yard (J.Haden). The Replay Official reviewed the short of the goal line ruling, and the play was REVERSED. (Shotgun) D.Brees pass short right to M.Thomas for 2 yards, TOUCHDOWN. Pass 2, YAC 0	NO	2018	16	2018122313	4377
156	(1:40) D.Brees pass short right to G.Griffin for 5 yards, TOUCHDOWN. Pass 5, YAC 0	NO	2018	20	2019012000	906
157	(8:16) E.Manning pass deep right to O.Beckham for 33 yards, TOUCHDOWN. Penalty on CAR-L.Kuechly, Illegal Contact, declined.	NYG	2018	5	2018100701	3474
158	(6:48) O.Beckham pass deep right to S.Barkley for 57 yards, TOUCHDOWN.	NYG	2018	5	2018100701	1468
159	(6:19) (No Huddle, Shotgun) S.Barkley right tackle for 50 yards, TOUCHDOWN.	NYG	2018	6	2018101100	2858
160	(8:06) (Shotgun) E.Manning pass short right to S.Barkley to PHI 13 for 55 yards (B.Graham).	NYG	2018	6	2018101100	1438
161	(13:00) O.Beckham pass deep middle to R.Shepard for 49 yards, TOUCHDOWN. End around to 13-Beckham who throws to 81-Shepard.	NYG	2018	13	2018120207	2405
162	(8:54) S.Barkley right guard for 78 yards, TOUCHDOWN.	NYG	2018	14	2018120908	1494
163	(:22) (Shotgun) E.Manning pass deep left to C.Latimer for 21 yards, TOUCHDOWN.	NYG	2018	17	2018123008	2138
164	(1:04) I.Crowell right end for 62 yards, TOUCHDOWN.	NYJ	2018	1	2018091000	3079
165	(:11) (No Huddle, Shotgun) C.Keenum pass short left intended for C.Sutton INTERCEPTED by M.Maye (M.Claiborne) at NYJ -5. M.Maye to DEN 1 for 104 yards (C.Sutton).	NYJ	2018	5	2018100706	4213
166	(1:17) S.Darnold pass deep left to R.Anderson for 35 yards, TOUCHDOWN.	NYJ	2018	5	2018100706	1999
167	(10:57) (Shotgun) S.Darnold pass deep left to R.Anderson for 76 yards, TOUCHDOWN.	NYJ	2018	5	2018100706	1174
168	(13:59) I.Crowell left end for 77 yards, TOUCHDOWN.	NYJ	2018	5	2018100706	959
169	(12:17) (Shotgun) S.Darnold pass short left to R.Anderson for 7 yards, TOUCHDOWN. Caught 7 yds. into end zone.	NYJ	2018	14	2018120900	3426
170	S.Hauschka kicks 59 yards from BUF 35 to NYJ 6. A.Roberts to BUF 8 for 86 yards (D.Rice).	NYJ	2018	14	2018120900	1617
171	(14:56) D.Carr pass short middle to J.Nelson pushed ob at MIA 14 for 61 yards (J.Baker) [A.Spence].	OAK	2018	3	2018092306	80
172	(10:11) (Shotgun) B.Mayfield pass short left intended for A.Callaway INTERCEPTED by G.Conley at CLV 36. G.Conley for 36 yards, TOUCHDOWN.	OAK	2018	4	2018093009	364
173	(12:33) (Punt formation) J.Townsend left end ran ob at LAC 21 for 42 yards (A.Ekeler).	OAK	2018	10	2018111109	181
174	(3:33) (Shotgun) D.Carr pass deep middle to J.Cook for 24 yards, TOUCHDOWN.	OAK	2018	13	2018120210	3061
175	(10:35) C.Wadman punts 65 yards to OAK 1, Center-C.Kreiter. D.Harris for 99 yards, TOUCHDOWN. The Replay Official reviewed the kick touched ruling, and the play was Upheld. The ruling on the field stands.	OAK	2018	16	2018122400	241
176	(5:56) (Shotgun) N.Foles pass deep right to J.Perkins to TB 20 for 30 yards (J.Whitehead) [W.Gholston].	PHI	2018	2	2018091606	3607
177	(1:15) (Shotgun) C.Wentz pass short left to Z.Ertz for 7 yards, TOUCHDOWN.	PHI	2018	5	2018100709	3830
178	(13:27) (Shotgun) C.Wentz pass short right to A.Jeffery for 13 yards, TOUCHDOWN. Penalty on NYG-A.Ogletree, Illegal Contact, declined.	PHI	2018	6	2018101100	204
179	(2:32) (Shotgun) N.Foles pass deep middle to N.Agholor for 83 yards, TOUCHDOWN.	PHI	2018	16	2018122310	3026
180	(6:42) (Shotgun) N.Foles pass short right to D.Sproles for 37 yards, TOUCHDOWN.	PHI	2018	16	2018122310	436
181	(10:49) N.Foles pass deep left to J.Matthews for 37 yards, TOUCHDOWN [A.Okafor]. Pass 30, YAC 7	PHI	2018	19	2019011301	276
182	(5:29) J.Conner left guard for 22 yards, TOUCHDOWN.	PIT	2018	1	2018090901	2686
183	(9:59) (Shotgun) B.Roethlisberger pass short right to J.Smith-Schuster pushed ob at CLV 7 for 67 yards (D.Randall).	PIT	2018	1	2018090901	2324
184	(5:49) (Shotgun) R.Fitzpatrick pass deep left to M.Evans for 24 yards, TOUCHDOWN [S.Tuitt].	PIT	2018	3	2018092400	3834
185	(6:00) (Shotgun) B.Roethlisberger pass short left to V.McDonald for 75 yards, TOUCHDOWN.	PIT	2018	3	2018092400	539
186	(:43) (Shotgun) B.Roethlisberger pass deep middle to J.Smith-Schuster for 18 yards, TOUCHDOWN.	PIT	2018	5	2018100707	889
187	(10:29) (Shotgun) B.Roethlisberger pass deep left to J.Smith-Schuster for 75 yards, TOUCHDOWN.	PIT	2018	10	2018110800	274
188	(2:36) (Shotgun) B.Roethlisberger pass short middle to V.McDonald for 11 yards, TOUCHDOWN.	PIT	2018	11	2018111810	3854
189	(10:47) B.Roethlisberger pass deep middle to J.Smith-Schuster for 97 yards, TOUCHDOWN [S.Harris].	PIT	2018	12	2018112509	2475
190	(10:19) (No Huddle, Shotgun) R.Wilson pass deep right to T.Lockett for 19 yards, TOUCHDOWN.	SEA	2018	2	2018091700	3335
